epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1547832522894,2019-01-18T18:28:42.894,14.480,-21.890,-0.305,14.085
1547832522934,2019-01-18T18:28:42.934,14.520,-26.463,0.610,13.293
1547832522974,2019-01-18T18:28:42.974,14.560,-30.061,1.646,23.780
1547832523014,2019-01-18T18:28:43.014,14.600,-34.390,11.707,28.476
1547832523054,2019-01-18T18:28:43.054,14.640,-30.183,26.341,12.622
1547832523094,2019-01-18T18:28:43.094,14.680,-14.939,1.159,7.073
1547832523134,2019-01-18T18:28:43.134,14.720,3.415,-24.146,10.854
1547832523174,2019-01-18T18:28:43.174,14.760,11.463,-25.793,5.305
1547832523214,2019-01-18T18:28:43.214,14.800,9.939,-8.110,-5.000
1547832523254,2019-01-18T18:28:43.254,14.840,6.524,-5.427,-3.293
1547832523294,2019-01-18T18:28:43.294,14.880,6.768,-6.220,0.244
1547832523334,2019-01-18T18:28:43.334,14.920,3.963,-4.390,-1.220
1547832523374,2019-01-18T18:28:43.374,14.960,3.598,-1.890,-0.488
1547832523414,2019-01-18T18:28:43.414,15.000,4.634,-0.305,-3.537
1547832523454,2019-01-18T18:28:43.454,15.040,3.232,-2.683,1.524
1547832523494,2019-01-18T18:28:43.494,15.080,2.195,-1.951,2.012
1547832523534,2019-01-18T18:28:43.534,15.120,-2.866,2.683,-3.537
1547832523574,2019-01-18T18:28:43.574,15.160,0.061,5.610,-6.890
1547832523614,2019-01-18T18:28:43.614,15.200,9.695,2.744,-4.329
1547832523654,2019-01-18T18:28:43.654,15.240,18.293,-5.305,-5.427
1547832523694,2019-01-18T18:28:43.694,15.280,22.500,-6.646,-9.329
1547832523734,2019-01-18T18:28:43.734,15.320,22.073,-4.512,-10.671
1547832523774,2019-01-18T18:28:43.774,15.360,20.610,-3.171,-17.622
1547832523814,2019-01-18T18:28:43.814,15.400,26.341,0.183,-14.573
1547832523854,2019-01-18T18:28:43.854,15.440,25.976,4.878,-12.073
1547832523894,2019-01-18T18:28:43.894,15.480,24.085,3.659,-1.159
1547832523934,2019-01-18T18:28:43.934,15.520,19.451,-1.890,0.061
1547832523974,2019-01-18T18:28:43.974,15.560,20.732,-7.012,-2.439
1547832524014,2019-01-18T18:28:44.014,15.600,15.183,-5.732,-3.963
1547832524054,2019-01-18T18:28:44.054,15.640,8.780,-5.488,-3.598
1547832524094,2019-01-18T18:28:44.094,15.680,2.317,-9.085,-1.646
1547832524134,2019-01-18T18:28:44.134,15.720,-5.183,-7.134,-0.671
1547832524174,2019-01-18T18:28:44.174,15.760,-7.439,-7.622,5.915
1547832524214,2019-01-18T18:28:44.214,15.800,-13.110,-6.463,7.561
1547832524254,2019-01-18T18:28:44.254,15.840,-12.256,-5.732,4.390
1547832524294,2019-01-18T18:28:44.294,15.880,-3.659,-8.232,10.488
1547832524334,2019-01-18T18:28:44.334,15.920,2.866,-12.622,14.451
1547832524374,2019-01-18T18:28:44.374,15.960,-0.183,-7.256,11.098
1547832524414,2019-01-18T18:28:44.414,16.000,-2.683,-6.829,-0.976
1547832524454,2019-01-18T18:28:44.454,16.040,-2.439,-4.207,-7.439
1547832524494,2019-01-18T18:28:44.494,16.080,7.439,-1.707,-10.061
1547832524534,2019-01-18T18:28:44.534,16.120,16.463,1.341,-6.524
1547832524574,2019-01-18T18:28:44.574,16.160,11.463,0.915,-4.756
1547832524614,2019-01-18T18:28:44.614,16.200,-0.122,5.488,-13.049
1547832524654,2019-01-18T18:28:44.654,16.240,-7.683,12.317,-18.293
1547832524694,2019-01-18T18:28:44.694,16.280,-9.451,7.500,-17.073
1547832524734,2019-01-18T18:28:44.734,16.320,-7.378,5.244,-11.463
1547832524774,2019-01-18T18:28:44.774,16.360,-5.183,0.061,-3.171
1547832524814,2019-01-18T18:28:44.814,16.400,-9.573,-2.378,0.671
1547832524854,2019-01-18T18:28:44.854,16.440,-16.768,1.220,0.305
1547832524894,2019-01-18T18:28:44.894,16.480,-17.195,-3.293,9.695
1547832524934,2019-01-18T18:28:44.934,16.520,-19.024,-2.500,13.963
1547832524974,2019-01-18T18:28:44.974,16.560,-20.366,-2.744,18.902
1547832525014,2019-01-18T18:28:45.014,16.600,-20.732,-3.232,29.268
1547832525054,2019-01-18T18:28:45.054,16.640,-18.780,-0.183,41.098
1547832525094,2019-01-18T18:28:45.094,16.680,-27.744,26.341,22.500
1547832525134,2019-01-18T18:28:45.134,16.720,-32.988,32.622,3.963
1547832525174,2019-01-18T18:28:45.174,16.760,-13.110,-14.512,8.537
1547832525214,2019-01-18T18:28:45.214,16.800,5.305,-25.976,2.866
1547832525254,2019-01-18T18:28:45.254,16.840,12.195,-18.476,1.951
1547832525294,2019-01-18T18:28:45.294,16.880,8.415,-10.366,-0.122
1547832525334,2019-01-18T18:28:45.334,16.920,0.305,2.561,-6.524
1547832525374,2019-01-18T18:28:45.374,16.960,5.671,0.061,1.280
1547832525414,2019-01-18T18:28:45.414,17.000,9.634,-3.841,5.732
1547832525454,2019-01-18T18:28:45.454,17.040,10.427,-3.598,2.500
1547832525494,2019-01-18T18:28:45.494,17.080,7.012,-5.000,1.951
1547832525534,2019-01-18T18:28:45.534,17.120,2.744,0.366,-1.402
1547832525574,2019-01-18T18:28:45.574,17.160,5.122,0.732,-2.622
1547832525614,2019-01-18T18:28:45.614,17.200,8.354,-3.963,1.585
1547832525654,2019-01-18T18:28:45.654,17.240,8.963,-1.707,-1.463
1547832525694,2019-01-18T18:28:45.694,17.280,8.780,0.366,-9.939
1547832525734,2019-01-18T18:28:45.734,17.320,9.512,-3.963,-10.305
1547832525774,2019-01-18T18:28:45.774,17.360,13.476,-2.988,-14.207
1547832525814,2019-01-18T18:28:45.814,17.400,19.207,-1.768,-16.098
1547832525854,2019-01-18T18:28:45.854,17.440,18.354,4.756,-18.476
1547832525894,2019-01-18T18:28:45.894,17.480,27.195,-3.293,-11.220
1547832525934,2019-01-18T18:28:45.934,17.520,24.817,-4.512,-9.573
1547832525974,2019-01-18T18:28:45.974,17.560,16.280,-2.134,-14.756
1547832526014,2019-01-18T18:28:46.014,17.600,10.122,-3.354,-8.537
1547832526054,2019-01-18T18:28:46.054,17.640,11.220,-7.195,-4.146
1547832526094,2019-01-18T18:28:46.094,17.680,1.402,-4.329,-9.085
1547832526134,2019-01-18T18:28:46.134,17.720,-3.537,-10.976,-4.939
1547832526174,2019-01-18T18:28:46.174,17.760,-4.756,-12.134,6.098
1547832526214,2019-01-18T18:28:46.214,17.800,-3.415,-10.976,14.573
1547832526254,2019-01-18T18:28:46.254,17.840,-7.561,-10.122,10.854
1547832526294,2019-01-18T18:28:46.294,17.880,-5.793,-13.720,8.720
1547832526334,2019-01-18T18:28:46.334,17.920,-1.890,-13.293,15.793
1547832526374,2019-01-18T18:28:46.374,17.960,-0.732,-5.732,17.927
1547832526414,2019-01-18T18:28:46.414,18.000,3.476,-2.988,7.561
1547832526454,2019-01-18T18:28:46.454,18.040,3.293,-0.061,-0.244
1547832526494,2019-01-18T18:28:46.494,18.080,5.000,-2.073,-8.963
1547832526534,2019-01-18T18:28:46.534,18.120,5.000,2.134,-12.866
1547832526574,2019-01-18T18:28:46.574,18.160,6.402,2.378,-15.305
1547832526614,2019-01-18T18:28:46.614,18.200,9.512,-0.793,-14.024
1547832526654,2019-01-18T18:28:46.654,18.240,5.793,2.866,-10.122
1547832526694,2019-01-18T18:28:46.694,18.280,1.037,7.988,-10.915
1547832526734,2019-01-18T18:28:46.734,18.320,-10.366,10.671,-10.427
1547832526774,2019-01-18T18:28:46.774,18.360,-18.963,8.049,-10.244
1547832526814,2019-01-18T18:28:46.814,18.400,-17.561,0.976,-0.549
1547832526854,2019-01-18T18:28:46.854,18.440,-12.561,2.927,10.244
1547832526894,2019-01-18T18:28:46.894,18.480,-16.159,5.793,8.415
1547832526934,2019-01-18T18:28:46.934,18.520,-20.854,3.110,6.341
1547832526974,2019-01-18T18:28:46.974,18.560,-22.012,-0.427,13.293
1547832527014,2019-01-18T18:28:47.014,18.600,-22.622,-0.183,19.756
1547832527054,2019-01-18T18:28:47.054,18.640,-21.768,-2.744,32.866
1547832527094,2019-01-18T18:28:47.094,18.680,-23.902,5.000,33.110
1547832527134,2019-01-18T18:28:47.134,18.720,-16.585,15.915,18.537
1547832527174,2019-01-18T18:28:47.174,18.760,-5.366,5.793,11.341
1547832527214,2019-01-18T18:28:47.214,18.800,3.110,-10.976,11.585
1547832527254,2019-01-18T18:28:47.254,18.840,5.793,-8.171,-1.524
1547832527294,2019-01-18T18:28:47.294,18.880,4.085,-3.659,-1.463
1547832527334,2019-01-18T18:28:47.334,18.920,5.610,-6.646,-2.378
1547832527374,2019-01-18T18:28:47.374,18.960,3.659,-7.256,0.854
1547832527414,2019-01-18T18:28:47.414,19.000,1.037,-3.049,-2.439
1547832527454,2019-01-18T18:28:47.454,19.040,1.037,-3.598,0.549
1547832527494,2019-01-18T18:28:47.494,19.080,6.037,-1.463,-0.549
1547832527534,2019-01-18T18:28:47.534,19.120,9.146,1.037,-3.598
1547832527574,2019-01-18T18:28:47.574,19.160,14.512,0.183,-6.463
1547832527614,2019-01-18T18:28:47.614,19.200,18.659,-0.610,-6.646
1547832527654,2019-01-18T18:28:47.654,19.240,19.329,1.037,-8.659
1547832527694,2019-01-18T18:28:47.694,19.280,17.195,19.634,-13.841
1547832527734,2019-01-18T18:28:47.734,19.320,22.500,15.610,-10.061
1547832527774,2019-01-18T18:28:47.774,19.360,22.622,-5.305,-11.341
1547832527814,2019-01-18T18:28:47.814,19.400,20.793,-7.561,-13.232
1547832527854,2019-01-18T18:28:47.854,19.440,20.427,-1.280,-14.573
1547832527894,2019-01-18T18:28:47.894,19.480,18.841,-2.439,-16.646
1547832527934,2019-01-18T18:28:47.934,19.520,16.463,-6.890,-10.732
1547832527974,2019-01-18T18:28:47.974,19.560,13.537,-14.756,2.439
1547832528014,2019-01-18T18:28:48.014,19.600,3.171,-7.622,3.293
1547832528054,2019-01-18T18:28:48.054,19.640,1.341,-4.512,1.646
1547832528094,2019-01-18T18:28:48.094,19.680,-0.854,-7.744,7.988
1547832528134,2019-01-18T18:28:48.134,19.720,-3.720,-10.854,15.671
1547832528174,2019-01-18T18:28:48.174,19.760,-0.549,-6.829,22.622
1547832528214,2019-01-18T18:28:48.214,19.800,2.012,-7.134,18.720
1547832528254,2019-01-18T18:28:48.254,19.840,-6.524,-13.780,17.378
1547832528294,2019-01-18T18:28:48.294,19.880,-6.463,-10.305,15.488
1547832528334,2019-01-18T18:28:48.334,19.920,-1.585,-4.268,12.256
1547832528374,2019-01-18T18:28:48.374,19.960,9.268,-1.098,4.329
1547832528414,2019-01-18T18:28:48.414,20.000,13.110,-4.268,-7.134
1547832528454,2019-01-18T18:28:48.454,20.040,6.646,1.951,-20.915
1547832528494,2019-01-18T18:28:48.494,20.080,1.829,3.049,-29.085
1547832528534,2019-01-18T18:28:48.534,20.120,2.500,3.841,-24.085
1547832528574,2019-01-18T18:28:48.574,20.160,1.159,5.976,-21.098
1547832528614,2019-01-18T18:28:48.614,20.200,-6.098,6.037,-23.110
1547832528654,2019-01-18T18:28:48.654,20.240,-8.780,4.817,-17.378
1547832528694,2019-01-18T18:28:48.694,20.280,-6.220,1.341,-7.561
1547832528734,2019-01-18T18:28:48.734,20.320,-10.000,4.085,-2.866
1547832528774,2019-01-18T18:28:48.774,20.360,-9.085,0.000,5.671
1547832528814,2019-01-18T18:28:48.814,20.400,-16.463,-1.098,4.390
1547832528854,2019-01-18T18:28:48.854,20.440,-24.146,6.280,3.537
1547832528894,2019-01-18T18:28:48.894,20.480,-18.049,-2.317,15.122
1547832528934,2019-01-18T18:28:48.934,20.520,-19.695,0.549,16.524
1547832528974,2019-01-18T18:28:48.974,20.560,-24.573,5.915,18.963
1547832529014,2019-01-18T18:28:49.014,20.600,-20.671,3.659,21.524
1547832529054,2019-01-18T18:28:49.054,20.640,-15.000,7.866,8.171
1547832529094,2019-01-18T18:28:49.094,20.680,-10.427,-0.976,2.866
1547832529134,2019-01-18T18:28:49.134,20.720,-2.073,-11.585,7.134
1547832529174,2019-01-18T18:28:49.174,20.760,8.963,-20.061,5.000
1547832529214,2019-01-18T18:28:49.214,20.800,8.659,-15.427,0.854
1547832529254,2019-01-18T18:28:49.254,20.840,6.829,-1.524,-0.915
1547832529294,2019-01-18T18:28:49.294,20.880,-0.427,2.927,-0.976
1547832529334,2019-01-18T18:28:49.334,20.920,-0.488,4.573,-6.585
1547832529374,2019-01-18T18:28:49.374,20.960,3.598,-2.134,3.293
1547832529414,2019-01-18T18:28:49.414,21.000,5.244,-4.939,4.390
1547832529454,2019-01-18T18:28:49.454,21.040,4.390,-5.061,1.768
1547832529494,2019-01-18T18:28:49.494,21.080,2.744,-4.329,3.293
1547832529534,2019-01-18T18:28:49.534,21.120,6.829,-1.768,0.183
1547832529574,2019-01-18T18:28:49.574,21.160,10.549,-1.646,-1.585
1547832529614,2019-01-18T18:28:49.614,21.200,14.329,-2.927,-4.512
1547832529654,2019-01-18T18:28:49.654,21.240,15.732,-1.646,-8.720
1547832529694,2019-01-18T18:28:49.694,21.280,20.244,0.976,-12.378
1547832529734,2019-01-18T18:28:49.734,21.320,22.073,-2.073,-13.415
1547832529774,2019-01-18T18:28:49.774,21.360,18.902,-5.610,-8.049
1547832529814,2019-01-18T18:28:49.814,21.400,21.098,-2.622,-7.866
1547832529854,2019-01-18T18:28:49.854,21.440,28.049,-16.220,-3.902
1547832529894,2019-01-18T18:28:49.894,21.480,31.890,-41.951,-0.732
1547832529934,2019-01-18T18:28:49.934,21.520,24.634,-22.744,0.488
1547832529974,2019-01-18T18:28:49.974,21.560,20.122,-1.951,4.451
1547832530014,2019-01-18T18:28:50.014,21.600,2.927,2.195,-1.159
1547832530054,2019-01-18T18:28:50.054,21.640,-16.829,0.183,-6.463
1547832530094,2019-01-18T18:28:50.094,21.680,-16.707,-3.780,4.634
1547832530134,2019-01-18T18:28:50.134,21.720,-9.329,-9.085,16.707
1547832530174,2019-01-18T18:28:50.174,21.760,0.061,-11.280,25.366
1547832530214,2019-01-18T18:28:50.214,21.800,8.902,-13.598,30.366
1547832530254,2019-01-18T18:28:50.254,21.840,10.366,-4.695,20.000
1547832530294,2019-01-18T18:28:50.294,21.880,0.000,2.195,-1.280
1547832530334,2019-01-18T18:28:50.334,21.920,-4.512,0.061,-16.341
1547832530374,2019-01-18T18:28:50.374,21.960,-0.427,-1.890,-23.780
1547832530414,2019-01-18T18:28:50.414,22.000,0.183,-1.951,-21.829
1547832530454,2019-01-18T18:28:50.454,22.040,-1.341,2.622,-17.134
1547832530494,2019-01-18T18:28:50.494,22.080,-10.244,6.402,-17.683
1547832530534,2019-01-18T18:28:50.534,22.120,-6.585,8.110,-12.622
1547832530574,2019-01-18T18:28:50.574,22.160,-2.561,6.463,-5.610
1547832530614,2019-01-18T18:28:50.614,22.200,-0.915,6.524,1.463
1547832530654,2019-01-18T18:28:50.654,22.240,-6.524,8.110,2.134
1547832530694,2019-01-18T18:28:50.694,22.280,-12.927,7.561,-2.561
1547832530734,2019-01-18T18:28:50.734,22.320,-11.646,3.110,-0.793
1547832530774,2019-01-18T18:28:50.774,22.360,-12.683,3.720,0.122
1547832530814,2019-01-18T18:28:50.814,22.400,-15.183,2.866,4.024
1547832530854,2019-01-18T18:28:50.854,22.440,-9.512,-3.963,15.244
1547832530894,2019-01-18T18:28:50.894,22.480,-7.195,-6.524,17.500
1547832530934,2019-01-18T18:28:50.934,22.520,-6.890,-3.476,18.780
1547832530974,2019-01-18T18:28:50.974,22.560,-5.732,-6.768,22.256
1547832531014,2019-01-18T18:28:51.014,22.600,-17.439,-2.073,19.817
1547832531054,2019-01-18T18:28:51.054,22.640,-23.476,1.098,24.207
1547832531094,2019-01-18T18:28:51.094,22.680,-27.439,1.646,35.183
1547832531134,2019-01-18T18:28:51.134,22.720,-42.012,15.183,35.000
1547832531174,2019-01-18T18:28:51.174,22.760,-43.720,36.524,28.476
1547832531214,2019-01-18T18:28:51.214,22.800,-18.963,22.012,23.293
1547832531254,2019-01-18T18:28:51.254,22.840,-3.354,-13.780,17.805
1547832531294,2019-01-18T18:28:51.294,22.880,2.134,-12.500,-0.488
1547832531334,2019-01-18T18:28:51.334,22.920,9.573,-4.756,-11.524
1547832531374,2019-01-18T18:28:51.374,22.960,16.220,-11.524,-5.488
1547832531414,2019-01-18T18:28:51.414,23.000,9.756,-7.927,0.793
1547832531454,2019-01-18T18:28:51.454,23.040,4.573,4.024,-4.634
1547832531494,2019-01-18T18:28:51.494,23.080,1.341,7.012,-3.780
1547832531534,2019-01-18T18:28:51.534,23.120,4.085,0.000,5.305
1547832531574,2019-01-18T18:28:51.574,23.160,7.134,-1.341,1.890
1547832531614,2019-01-18T18:28:51.614,23.200,3.537,-0.183,3.537
1547832531654,2019-01-18T18:28:51.654,23.240,3.841,-0.488,0.793
1547832531694,2019-01-18T18:28:51.694,23.280,-0.122,0.854,2.683
1547832531734,2019-01-18T18:28:51.734,23.320,0.854,0.976,0.427
1547832531774,2019-01-18T18:28:51.774,23.360,-0.488,1.829,0.366
1547832531814,2019-01-18T18:28:51.814,23.400,1.829,1.646,0.732
1547832531854,2019-01-18T18:28:51.854,23.440,2.256,0.732,0.366
1547832531894,2019-01-18T18:28:51.894,23.480,2.561,0.671,-0.915
1547832531934,2019-01-18T18:28:51.934,23.520,3.293,-0.732,-0.305
1547832531974,2019-01-18T18:28:51.974,23.560,3.537,-5.427,5.061
1547832532014,2019-01-18T18:28:52.014,23.600,3.659,-1.585,0.610
1547832532054,2019-01-18T18:28:52.054,23.640,2.500,-0.183,-1.890
1547832532094,2019-01-18T18:28:52.094,23.680,6.341,-3.354,1.585
1547832532134,2019-01-18T18:28:52.134,23.720,7.561,-4.268,2.744
1547832532174,2019-01-18T18:28:52.174,23.760,3.659,0.000,-0.671
1547832532214,2019-01-18T18:28:52.214,23.800,1.402,-0.427,-2.256
1547832532254,2019-01-18T18:28:52.254,23.840,1.524,-0.122,-3.354
1547832532294,2019-01-18T18:28:52.294,23.880,3.415,-3.598,1.646
1547832532334,2019-01-18T18:28:52.334,23.920,6.463,-6.037,1.463
1547832532374,2019-01-18T18:28:52.374,23.960,3.476,-2.622,0.305
1547832532414,2019-01-18T18:28:52.414,24.000,3.354,-1.402,-1.829
1547832532454,2019-01-18T18:28:52.454,24.040,3.598,-2.744,0.183
1547832532494,2019-01-18T18:28:52.494,24.080,4.451,-2.988,2.500
1547832532534,2019-01-18T18:28:52.534,24.120,2.134,-1.707,2.683
