epoch (ms),time (01:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1547832439546,2019-01-18T18:27:19.546,18.400,-1.037,-1.646,2.439
1547832439586,2019-01-18T18:27:19.586,18.440,0.244,-0.305,-1.707
1547832439626,2019-01-18T18:27:19.626,18.480,0.244,-1.463,0.305
1547832439666,2019-01-18T18:27:19.666,18.520,1.402,-2.195,0.488
1547832439706,2019-01-18T18:27:19.706,18.560,0.122,-0.732,-2.134
1547832439746,2019-01-18T18:27:19.746,18.600,-0.366,-2.012,0.671
1547832439786,2019-01-18T18:27:19.786,18.640,0.244,-1.037,-0.793
1547832439826,2019-01-18T18:27:19.826,18.680,1.037,-0.915,-2.195
1547832439866,2019-01-18T18:27:19.866,18.720,2.195,-3.902,0.732
1547832439906,2019-01-18T18:27:19.906,18.760,1.829,-2.500,-0.488
1547832439946,2019-01-18T18:27:19.946,18.800,0.122,-1.524,-0.061
1547832439986,2019-01-18T18:27:19.986,18.840,1.280,-2.012,-0.427
1547832440026,2019-01-18T18:27:20.026,18.880,2.012,-1.829,-0.305
1547832440066,2019-01-18T18:27:20.066,18.920,0.549,-1.463,1.159
1547832440106,2019-01-18T18:27:20.106,18.960,-0.366,-0.305,-1.829
1547832440146,2019-01-18T18:27:20.146,19.000,1.098,-2.073,1.341
1547832440186,2019-01-18T18:27:20.186,19.040,3.720,-2.317,0.305
1547832440226,2019-01-18T18:27:20.226,19.080,3.049,-2.561,0.427
1547832440266,2019-01-18T18:27:20.266,19.120,2.805,-2.256,-0.061
1547832440306,2019-01-18T18:27:20.306,19.160,3.232,-2.378,0.061
1547832440346,2019-01-18T18:27:20.346,19.200,2.378,-2.317,1.890
1547832440386,2019-01-18T18:27:20.386,19.240,2.622,-1.585,0.488
1547832440426,2019-01-18T18:27:20.426,19.280,2.439,-0.915,2.195
1547832440466,2019-01-18T18:27:20.466,19.320,3.963,-0.610,2.561
1547832440506,2019-01-18T18:27:20.506,19.360,6.159,-0.976,2.988
1547832440546,2019-01-18T18:27:20.546,19.400,9.756,-2.134,3.841
1547832440586,2019-01-18T18:27:20.586,19.440,12.134,-2.256,3.354
1547832440626,2019-01-18T18:27:20.626,19.480,12.195,-1.585,5.244
1547832440666,2019-01-18T18:27:20.666,19.520,12.744,-0.244,3.902
1547832440706,2019-01-18T18:27:20.706,19.560,14.207,-0.915,6.037
1547832440746,2019-01-18T18:27:20.746,19.600,15.061,-0.732,9.695
1547832440786,2019-01-18T18:27:20.786,19.640,14.756,-1.646,11.402
1547832440826,2019-01-18T18:27:20.826,19.680,14.573,-0.122,10.000
1547832440866,2019-01-18T18:27:20.866,19.720,17.439,0.366,8.171
1547832440906,2019-01-18T18:27:20.906,19.760,19.878,-2.500,12.439
1547832440946,2019-01-18T18:27:20.946,19.800,29.146,-7.744,17.988
1547832440986,2019-01-18T18:27:20.986,19.840,29.573,-14.329,19.451
1547832441026,2019-01-18T18:27:21.026,19.880,16.402,3.232,0.671
1547832441066,2019-01-18T18:27:21.066,19.920,8.476,8.049,4.024
1547832441106,2019-01-18T18:27:21.106,19.960,16.341,-0.732,9.634
1547832441146,2019-01-18T18:27:21.146,20.000,18.598,-1.463,3.659
1547832441186,2019-01-18T18:27:21.186,20.040,15.976,-4.329,6.768
1547832441226,2019-01-18T18:27:21.226,20.080,15.610,-0.061,-0.244
1547832441266,2019-01-18T18:27:21.266,20.120,16.463,0.244,3.354
1547832441306,2019-01-18T18:27:21.306,20.160,20.854,-0.366,1.646
1547832441346,2019-01-18T18:27:21.346,20.200,22.500,-4.695,5.366
1547832441386,2019-01-18T18:27:21.386,20.240,21.037,1.585,-0.122
1547832441426,2019-01-18T18:27:21.426,20.280,11.280,5.732,-1.402
1547832441466,2019-01-18T18:27:21.466,20.320,5.610,2.500,-0.732
1547832441506,2019-01-18T18:27:21.506,20.360,4.634,-11.524,-4.573
1547832441546,2019-01-18T18:27:21.546,20.400,7.256,-9.756,-2.683
1547832441586,2019-01-18T18:27:21.586,20.440,8.415,-3.171,-5.976
1547832441626,2019-01-18T18:27:21.626,20.480,18.232,-7.256,-7.073
1547832441666,2019-01-18T18:27:21.666,20.520,20.305,-18.354,-3.354
1547832441706,2019-01-18T18:27:21.706,20.560,21.402,-14.695,-3.841
1547832441746,2019-01-18T18:27:21.746,20.600,18.110,-7.622,-2.439
1547832441786,2019-01-18T18:27:21.786,20.640,13.476,-5.671,-5.976
1547832441826,2019-01-18T18:27:21.826,20.680,26.585,-18.780,-6.463
1547832441866,2019-01-18T18:27:21.866,20.720,29.756,-27.195,-4.268
1547832441906,2019-01-18T18:27:21.906,20.760,32.439,-28.841,-5.671
1547832441946,2019-01-18T18:27:21.946,20.800,15.122,-16.646,-5.732
1547832441986,2019-01-18T18:27:21.986,20.840,0.610,-4.085,-5.427
1547832442026,2019-01-18T18:27:22.026,20.880,13.232,-5.915,7.866
1547832442066,2019-01-18T18:27:22.066,20.920,10.549,-13.232,7.561
