time,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,category,participant,set,labelBenchPress,labelDeadlift,labelOHP,labelRow,labelSquat,labelRest
2019-01-18 18:28:32.800,-0.0965,1.1195,-0.2315,8.2926,1.4632,-6.9388,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:33.000,-0.0956666666667,1.032,-0.237,-7.6098,1.8172,-7.1342,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:33.200,-0.099,0.9615,-0.208,-25.6342,-0.878,19.695,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:33.400,-0.051,0.695333333333,-0.130666666667,-7.0854,-2.9024,6.6462,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:33.600,-0.049,1.0295,-0.146,6.7196,-1.8416,-0.4998,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:33.800,-0.0386666666667,0.823,-0.163333333333,15.5854,4.2928,-9.6586,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:34.000,-0.0675,0.865,-0.217,21.7562,1.0244,-11.1464,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:34.200,-0.0923333333333,0.925,-0.251333333333,13.0854,-5.0122,0.1342,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:34.400,-0.115,1.019,-0.2745,-9.7194,-9.683,8.5122,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:34.600,-0.124333333333,1.22133333333,-0.281333333333,1.2926,-4.256,2.6342,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:34.800,-0.1115,1.0945,-0.2635,1.4512,-3.9026,-9.4024,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:35.000,-0.109666666667,0.976333333333,-0.232333333333,-23.683,2.6952,4.3048,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:35.200,-0.087,0.915,-0.1205,-26.5002,1.7194,20.634,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:35.400,-0.025,0.747333333333,-0.12,4.0732,-10.2072,1.439,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:35.600,-0.037,0.948,-0.1005,12.1706,1.1218,-3.6586,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:35.800,-0.0443333333333,0.825333333333,-0.162666666667,24.0854,3.4268,-11.9268,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:36.000,-0.0765,0.89,-0.2425,18.4758,-2.939,-4.9146,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:36.200,-0.1,0.961,-0.264,6.305,-7.5488,6.8294,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:36.400,-0.0955,1.0885,-0.2745,-8.8294,-8.5366,8.9514,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:36.600,-0.121333333333,1.25966666667,-0.298333333333,1.8172,0.622,-15.0608,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:36.800,-0.1165,1.013,-0.2435,-11.439,3.6952,-6.671,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:37.000,-0.114,0.917,-0.170333333333,-30.0852,2.0122,17.5,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:37.200,-0.049,0.572,-0.148,3.5364,-6.878,1.5852,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:37.400,-0.076,0.982,-0.133,5.6828,-1.2926,2.1586,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:37.600,-0.0645,0.793,-0.1565,14.4148,6.3292,-7.4148,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:37.800,-0.088,0.87,-0.220333333333,18.6706,-2.5124,-7.0488,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:38.000,-0.12,0.9775,-0.2285,2.9512,-4.817,2.2682,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:38.200,-0.128,1.11366666667,-0.251333333333,-7.878,-8.5122,9.049,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:38.400,-0.1435,1.2935,-0.249,10.2196,-1.3904,-10.2072,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:38.600,-0.130333333333,1.01,-0.233666666667,-11.8294,6.0976,-5.4026,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:38.800,-0.1095,0.932,-0.1735,-29.5122,7.1584,21.2682,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:39.000,-0.049,0.698666666667,-0.147666666667,1.122,-6.7804,5.5364,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:39.200,-0.0495,1.032,-0.1455,3.939,-1.4022,0.8416,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:39.400,-0.0413333333333,0.813,-0.152,20.5366,-1.6586,-10.1706,half,A,1,1,0,0,0,0,0
2019-01-18 18:28:39.600,-0.0805,0.9075,-0.223,15.378,-1.3658,-7.0122,half,A,1,1,0,0,0,0,0
